2.50757e-06,0
7.52272e-06,0.00474684
0.000100303,0.00474684
0.00024825,0.00474684
0.000556681,0.0142405
0.000992999,0.0189873
0.00180545,0.0221519
0.002816,0.0268987
0.00433309,0.0427215
0.00625639,0.068038
0.00886929,0.10443
0.012079,0.123418
0.0158654,0.139241
0.0205119,0.15981
0.0262844,0.19462
0.032942,0.227848
0.0406628,0.262658
0.0495396,0.303797
0.0596351,0.337025
0.0710721,0.368671
0.0835849,0.39557
0.0974267,0.420886
0.111948,0.460443
0.127871,0.482595
0.144471,0.512658
0.162563,0.53481
0.181403,0.552215
0.200957,0.585443
0.221153,0.618671
0.24251,0.658228
0.263852,0.672468
0.285241,0.705696
0.3071,0.721519
0.329036,0.731013
0.351231,0.746835
0.373222,0.764241
0.394772,0.780063
0.4163,0.794304
0.438138,0.802215
0.458959,0.816456
0.479817,0.827532
0.49991,0.833861
0.519747,0.841772
0.538559,0.848101
0.557195,0.85443
0.57533,0.860759
0.592361,0.863924
0.609456,0.876582
0.62574,0.881329
0.641728,0.884494
0.657265,0.887658
0.672431,0.889241
0.687208,0.892405
0.701734,0.893987
0.715884,0.898734
0.729167,0.906646
0.742244,0.90981
0.754722,0.911392
0.76723,0.917722
0.779161,0.919304
0.790846,0.925633
0.802012,0.931962
0.812737,0.935127
0.823176,0.936709
0.833048,0.938291
0.842269,0.941456
0.851331,0.946203
0.860423,0.949367
0.868999,0.950949
0.877199,0.952532
0.885078,0.955696
0.892393,0.960443
0.899672,0.968354
0.90644,0.973101
0.913163,0.97943
0.919595,0.982595
0.9256,0.984177
0.931405,0.985759
0.936857,0.985759
0.94193,0.987342
0.946722,0.988924
0.951391,0.988924
0.956022,0.988924
0.960431,0.990506
0.964623,0.993671
0.968402,0.993671
0.971965,0.995253
0.975514,0.995253
0.978886,0.996835
0.982078,0.998418
0.984972,0.998418
0.9875,0.998418
0.989947,0.998418
0.992129,0.998418
0.994142,0.998418
0.995772,0.998418
0.997006,1
0.997999,1
0.998831,1
0.999679,1
