0,0.00158228
0,0.00158228
0,0.00158228
2.50757e-06,0.00158228
1.00303e-05,0.00158228
2.50757e-05,0.00316456
8.02423e-05,0.0110759
0.000142932,0.0142405
0.000215651,0.0158228
0.00035106,0.0221519
0.000591787,0.0268987
0.000937832,0.0379747
0.00148699,0.0474684
0.0022844,0.0617089
0.00314951,0.0838608
0.00443339,0.096519
0.00620123,0.117089
0.00833266,0.139241
0.010923,0.158228
0.0140951,0.188291
0.0179918,0.205696
0.0225105,0.226266
0.0275733,0.243671
0.033599,0.268987
0.0407355,0.292722
0.0488149,0.321203
0.0579826,0.352848
0.0679753,0.382911
0.0789559,0.403481
0.0912405,0.420886
0.104548,0.449367
0.118914,0.469937
0.134428,0.495253
0.15077,0.515823
0.16802,0.533228
0.18624,0.547468
0.204951,0.577532
0.224129,0.601266
0.24435,0.621835
0.264837,0.651899
0.285913,0.662975
0.307012,0.681962
0.327742,0.700949
0.349538,0.71519
0.371048,0.738924
0.392515,0.751582
0.413845,0.767405
0.434372,0.776899
0.454844,0.797468
0.474999,0.808544
0.494654,0.814873
0.513664,0.824367
0.532282,0.829114
0.550452,0.833861
0.568126,0.837025
0.584824,0.84019
0.601424,0.84019
0.617317,0.843354
0.632668,0.846519
0.647919,0.848101
0.66308,0.852848
0.677491,0.857595
0.691714,0.857595
0.705634,0.859177
0.719167,0.860759
0.732151,0.862342
0.744859,0.865506
0.756928,0.865506
0.769276,0.868671
0.781064,0.875
0.792599,0.882911
0.804098,0.889241
0.815392,0.890823
0.826396,0.898734
0.83762,0.906646
0.84866,0.911392
0.859558,0.914557
0.870218,0.922468
0.880828,0.924051
0.891791,0.939873
0.902378,0.950949
0.912586,0.955696
0.922228,0.966772
0.931318,0.971519
0.939936,0.976266
0.948091,0.982595
0.955315,0.985759
0.962058,0.990506
0.967948,0.993671
0.973011,0.998418
0.97753,0.998418
0.981795,1
0.985672,1
0.988831,1
0.991547,1
0.993706,1
0.995617,1
0.996961,1
0.99823,1
0.998944,1
0.999822,1
